|TABLE_NAME                         |COLUMN_ID|COLUMN_NAME                           |DATA_TYPE      |DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DATA_DEFAULT                         |
|APP_USER_SUPERVISION               |5        |CREATED_AT                            |TIMESTAMP(6)   |11         |              |6         |N       |"SYSTIMESTAMP "                      |
|APP_USER_SUPERVISION               |6        |CREATED_BY                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|APP_USER_SUPERVISION               |7        |UPDATED_AT                            |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|APP_USER_SUPERVISION               |8        |UPDATED_BY                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_INTERNET_AGENT_PRIVS           |1        |AGENT_NAME                            |VARCHAR2       |512        |              |          |N       |[BLOB[]]                             |
|AQ$_INTERNET_AGENT_PRIVS           |2        |DB_USERNAME                           |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_INTERNET_AGENTS                |1        |AGENT_NAME                            |VARCHAR2       |512        |              |          |N       |[BLOB[]]                             |
|AQ$_INTERNET_AGENTS                |2        |PROTOCOL                              |NUMBER         |22         |              |0         |N       |[BLOB[]]                             |
|AQ$_INTERNET_AGENTS                |3        |SPARE1                                |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |1        |QUEUE                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |2        |KEY                                   |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |3        |SHARD                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_KEY_SHARD_MAP                  |4        |DELAY_SHARD                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |1        |OID                                   |RAW            |16         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |2        |EVENTID                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |3        |NAME                                  |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |4        |TABLE_OBJNO                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |5        |USAGE                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |6        |ENABLE_FLAG                           |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUES                         |7        |MAX_RETRIES                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |8        |RETRY_DELAY                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |9        |PROPERTIES                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |10       |RET_TIME                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |11       |QUEUE_COMMENT                         |VARCHAR2       |2.000      |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |12       |SUBSCRIBERS                           |AQ$_SUBSCRIBERS|3.752      |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |13       |MEMORY_THRESHOLD                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |14       |SERVICE_NAME                          |VARCHAR2       |64         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |15       |NETWORK_NAME                          |VARCHAR2       |256        |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |16       |SUB_OID                               |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |17       |SHARDED                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUES                         |18       |BASE_QUEUE                            |NUMBER         |22         |              |          |Y       |"0"                                  |
|AQ$_QUEUE_TABLES                   |1        |SCHEMA                                |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |2        |NAME                                  |VARCHAR2       |128        |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |3        |UDATA_TYPE                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |4        |OBJNO                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |5        |FLAGS                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |6        |SORT_COLS                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |7        |TIMEZONE                              |VARCHAR2       |64         |              |          |Y       |[BLOB[]]                             |
|AQ$_QUEUE_TABLES                   |8        |TABLE_COMMENT                         |VARCHAR2       |2.000      |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |1        |OID                                   |RAW            |16         |              |          |N       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |2        |DESTINATION                           |VARCHAR2       |390        |              |          |N       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |3        |START_TIME                            |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |4        |DURATION                              |VARCHAR2       |8          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |5        |NEXT_TIME                             |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |6        |LATENCY                               |VARCHAR2       |8          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |7        |LAST_TIME                             |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|AQ$_SCHEDULES                      |8        |JOBNO                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|CATALOGO                           |1        |ID_CATALOGO                           |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|CATALOGO                           |2        |DESCRIPCION                           |VARCHAR2       |200        |              |          |N       |[BLOB[]]                             |
|CATALOGO                           |3        |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|CATALOGO                           |4        |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO                           |5        |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO                           |6        |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO                           |7        |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |1        |ID_CATALOGO_ITEM                      |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|CATALOGO_ITEM                      |2        |ID_CATALOGO                           |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|CATALOGO_ITEM                      |3        |DESCRIPCION                           |VARCHAR2       |200        |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |4        |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|CATALOGO_ITEM                      |5        |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO_ITEM                      |6        |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |7        |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|CATALOGO_ITEM                      |8        |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |9        |MODULO                                |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |10       |ORDEN                                 |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|CATALOGO_ITEM                      |11       |DESCRIPCION2                          |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|DEPARTAMENTO                       |1        |ID_DEPARTAMENTO                       |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|DEPARTAMENTO                       |2        |CODIGO_DEPARTAMENTO_INEI              |VARCHAR2       |10         |              |          |N       |[BLOB[]]                             |
|DEPARTAMENTO                       |3        |CODIGO_DEPARTAMENTO_RENIEC            |VARCHAR2       |10         |              |          |Y       |[BLOB[]]                             |
|DEPARTAMENTO                       |4        |DESCRIPCION                           |VARCHAR2       |100        |              |          |N       |[BLOB[]]                             |
|DEPARTAMENTO                       |5        |ABREVIATURA                           |VARCHAR2       |7          |              |          |Y       |[BLOB[]]                             |
|DEPARTAMENTO                       |6        |ACTIVE                                |NUMBER         |22         |1             |0         |N       |[BLOB[]]                             |
|DEPARTAMENTO                       |7        |FECHA_REGISTRO                        |DATE           |7          |              |          |N       |[BLOB[]]                             |
|DEPARTAMENTO                       |8        |USUARIO_REGISTRO                      |VARCHAR2       |20         |              |          |N       |[BLOB[]]                             |
|DEPARTAMENTO                       |9        |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|DEPARTAMENTO                       |10       |USUARIO_MODIFICACION                  |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|DISTRITO                           |1        |ID_DISTRITO                           |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|DISTRITO                           |2        |ID_DEPARTAMENTO                       |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|DISTRITO                           |3        |ID_PROVINCIA                          |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|DISTRITO                           |4        |CODIGO_DISTRITO_INEI                  |VARCHAR2       |10         |              |          |N       |[BLOB[]]                             |
|DISTRITO                           |5        |CODIGO_DISTRITO_RENIEC                |VARCHAR2       |10         |              |          |Y       |[BLOB[]]                             |
|DISTRITO                           |6        |DESCRIPCION                           |VARCHAR2       |100        |              |          |N       |[BLOB[]]                             |
|DISTRITO                           |7        |ABREVIATURA                           |VARCHAR2       |7          |              |          |Y       |[BLOB[]]                             |
|DISTRITO                           |8        |ACTIVE                                |NUMBER         |22         |1             |0         |N       |[BLOB[]]                             |
|DISTRITO                           |9        |FECHA_REGISTRO                        |DATE           |7          |              |          |N       |[BLOB[]]                             |
|DISTRITO                           |10       |USUARIO_REGISTRO                      |VARCHAR2       |20         |              |          |N       |[BLOB[]]                             |
|DISTRITO                           |11       |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|DISTRITO                           |12       |USUARIO_MODIFICACION                  |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |1        |ID_EXPEDIENTE                         |NUMBER         |22         |              |0         |N       |"\"SYSTEM\".\"ISEQ$$_76654\".nextval"|
|EXPEDIENTE                         |2        |ES_REGISTRO_SDRERC                    |NUMBER         |22         |1             |0         |N       |[BLOB[]]                             |
|EXPEDIENTE                         |3        |HOJA_ENVIO_EXPEDIENTE                 |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |4        |NUMERO_TRAMITE_DOCUMENTO              |VARCHAR2       |20         |              |          |N       |[BLOB[]]                             |
|EXPEDIENTE                         |5        |FECHA_SOLICITUD                       |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |6        |TIPO_DOCUMENTO                        |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |7        |NUMERO_DOCUMENTO                      |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |8        |TIPO_ACTA                             |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |9        |NUMERO_ACTA                           |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |10       |TIPO_GRUPO_FAMILIAR                   |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |11       |GRADO_PARENTESCO                      |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |12       |TIPO_PROCEDIMIENTO_REGISTRAL          |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |13       |TIPO_SOLICITUD                        |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |14       |DNI_REMITENTE                         |CHAR           |8          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |15       |APELLIDO_NOMBRE_REMITENTE             |VARCHAR2       |500        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |16       |UNIDAD_ORGANICA                       |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |17       |DNI_TITULAR                           |CHAR           |8          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |18       |APELLIDO_NOMBRE_TITULAR               |VARCHAR2       |500        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |19       |DEPARTAMENTO                          |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |20       |PROVINCIA                             |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |21       |DISTRITO                              |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |22       |DIRECCION_DOMICILIARIA                |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |23       |DOMICILIO                             |VARCHAR2       |200        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |24       |CORREO_ELECTRONICO                    |VARCHAR2       |500        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |25       |CELULAR                               |VARCHAR2       |9          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |26       |ESTADO                                |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |27       |ID_USUARIO_CREA                       |NUMBER         |22         |              |0         |N       |[BLOB[]]                             |
|EXPEDIENTE                         |28       |FECHA_REGISTRA                        |DATE           |7          |              |          |N       |[BLOB[]]                             |
|EXPEDIENTE                         |29       |ID_USUARIO_MODIFICA                   |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |30       |FECHA_MODIFICA                        |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |31       |CANAL_RECEPCION                       |VARCHAR2       |120        |              |          |N       |[BLOB[]]                             |
|EXPEDIENTE                         |32       |DNI_TITULAR_2                         |CHAR           |8          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |33       |APELLIDO_NOMBRE_TITULAR_2             |VARCHAR2       |500        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |34       |NUM_EXPEDIENTE                        |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |35       |TIPO_DOCUMENTO_REMITENTE              |NUMBER         |22         |38            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |36       |TIPO_DOCUMENTO_TITULAR1               |NUMBER         |22         |38            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE                         |37       |TIPO_DOCUMENTO_TITULAR2               |NUMBER         |22         |38            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |1        |ID_EXPEDIENTE_ANALISIS_ABOGADO        |NUMBER         |22         |              |0         |N       |"\"SYSTEM\".\"ISEQ$$_76657\".nextval"|
|EXPEDIENTE_ANALISIS_ABOGADO        |2        |ID_EXPEDIENTE                         |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |3        |ID_ABOGADO                            |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |4        |ID_ANALISIS                           |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |5        |DESC_FUNDAMENTO                       |VARCHAR2       |500        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |6        |FECHA_ATENCION                        |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |7        |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|EXPEDIENTE_ANALISIS_ABOGADO        |8        |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |9        |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |10       |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |11       |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO        |12       |ESTA_INCORPORADO                      |NUMBER         |22         |1             |0         |N       |"0 "                                 |
|EXPEDIENTE_ANALISIS_ABOGADO        |13       |REQUIERE_RECONSTITUCION               |NUMBER         |22         |1             |0         |N       |"0 "                                 |
|EXPEDIENTE_ANALISIS_ABOGADO        |14       |TIENE_LEGITIMIDAD                     |NUMBER         |22         |1             |0         |N       |"0 "                                 |
|EXPEDIENTE_ANALISIS_ABOGADO        |15       |CUMPLE_MEDIOS_PROBATORIOS             |NUMBER         |22         |1             |0         |N       |"0 "                                 |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|1        |ID_EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|NUMBER         |22         |              |0         |N       |"\"SYSTEM\".\"ISEQ$$_76660\".nextval"|
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|2        |ID_EXPEDIENTE_ANALISIS_ABOGADO        |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|3        |ID_TIPO_DOCUMENTO_ANALIZADO           |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|4        |DESC_DOCUMENTO                        |VARCHAR2       |500        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|5        |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|6        |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|7        |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|8        |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ANALISIS_ABOGADO_DET_DOC|9        |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |1        |ID_EXPEDIENTE_ASIGNACION              |NUMBER         |22         |              |0         |N       |"\"SYSTEM\".\"ISEQ$$_76663\".nextval"|
|EXPEDIENTE_ASIGNACION              |2        |ID_EXPEDIENTE                         |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |3        |ID_TECNICO                            |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |4        |FECHA_ASIGNACION                      |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |5        |ACEPTA_RECEPCION                      |CHAR           |1          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |6        |FECHA_RECEPCION                       |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |7        |HOJA_ENVIO_ASIGNACION                 |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |8        |ETAPA_FLUJO                           |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |9        |TIPO_PROCEDIMIENTO_REGISTRAL          |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |10       |NUMERO_RESOLUCION                     |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |11       |TIPO_ACTA                             |NUMBER         |22         |              |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |12       |ACTIVE                                |NUMBER         |22         |1             |0         |Y       |"1"                                  |
|EXPEDIENTE_ASIGNACION              |13       |FECHA_REGISTRO                        |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|EXPEDIENTE_ASIGNACION              |14       |USUARIO_REGISTRO                      |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |15       |FECHA_MODIFICACION                    |DATE           |7          |              |          |Y       |"SYSDATE"                            |
|EXPEDIENTE_ASIGNACION              |16       |USUARIO_MODIFICACION                  |VARCHAR2       |50         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |17       |TIPO_PERSONAL_ASIGNACION              |VARCHAR2       |80         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_ASIGNACION              |18       |ID_TIPO_PERSONAL_ASIGNACION           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_EJECUCION   |1        |ID_EXPEDIENTE_OBSERVACION_EJECUCION   |NUMBER         |22         |10            |0         |N       |"\"SYSTEM\".\"ISEQ$$_76666\".nextval"|
|EXPEDIENTE_OBSERVACION_EJECUCION   |2        |ID_EXPEDIENTE                         |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_EJECUCION   |3        |ID_ESTADO_EJECUCION                   |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_EJECUCION   |4        |TIENE_OBSERVACION                     |NUMBER         |22         |1             |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_EJECUCION   |5        |DESCRIPCION_OBSERVACION               |VARCHAR2       |250        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_EJECUCION   |6        |FECHA_EJECUCION                       |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_VERIFICACION|1        |ID_EXPEDIENTE_OBSERVACION_VERIFICACION|NUMBER         |22         |10            |0         |N       |"\"SYSTEM\".\"ISEQ$$_76669\".nextval"|
|EXPEDIENTE_OBSERVACION_VERIFICACION|2        |ID_EXPEDIENTE                         |NUMBER         |22         |10            |0         |N       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_VERIFICACION|3        |HOJA_ENVIO                            |VARCHAR2       |100        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_VERIFICACION|4        |TIENE_OBSERVACION                     |NUMBER         |22         |1             |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_VERIFICACION|5        |TIPO_OBSERVACION                      |NUMBER         |22         |10            |0         |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_VERIFICACION|6        |DESCRIPCION_OBSERVACION               |VARCHAR2       |250        |              |          |Y       |[BLOB[]]                             |
|EXPEDIENTE_OBSERVACION_VERIFICACION|7        |RESOLUCION                            |VARCHAR2       |200        |              |          |Y       |[BLOB[]]                             |
|HELP                               |1        |TOPIC                                 |VARCHAR2       |50         |              |          |N       |[BLOB[]]                             |
|HELP                               |2        |SEQ                                   |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|HELP                               |3        |INFO                                  |VARCHAR2       |80         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_AGE_SPILL$                  |1        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
